,user_name,user_profile_url,rating,local_guide,comment_num,comment_text
193, Eric Huang ,https://www.google.com/maps/contrib/112556917311401825719/reviews?hl=zh-TW,5,True,21,  來第三次了，好吃的牛肉，甘甜的湯頭。 
194, 蕭苡婕 ,https://www.google.com/maps/contrib/115160541934548276046/reviews?hl=zh-TW,5,True,64,  平價好吃，湯頭棒 
195, Heui-Ting Lin ,https://www.google.com/maps/contrib/112156249723573323839/reviews?hl=zh-TW,4,True,"1,583",  店內乾淨明亮，除了有有點小擠外還不錯，湯頭是清爽沒有太多火鍋料，加點上一盤牛肉跟炒類就還不錯，單點，一個人價位大概350~450左右，可以吃到現宰牛肉，算是蠻值得來試試 
196, Iris Tseng ,https://www.google.com/maps/contrib/116697454277369610938/reviews?hl=zh-TW,2,True,51,"  鍋底不錯，牛肉也好吃。但以這個價位來說，份量不算多...而且要收一成。

想吃的話建議先訂位，不然通常要等半小時以上。 … "
197, Sara Huang ,https://www.google.com/maps/contrib/101707385260508025263/reviews?hl=zh-TW,4,True,230,  好吃，新鮮，尤其那個洋蔥醬油真的很美味~~ 
198, Charles Wu ,https://www.google.com/maps/contrib/114590654321155854413/reviews?hl=zh-TW,3,True,485,  價格高，牛楠、牛筋好吃，醬汁味道超待改進（那有醬料單一口味讓客人毫無選擇，看看馬辣、熊一等店會如此做嗎？除非他不想做了）。不是本人挑剔，而是我長居南部，尤其是屏東牛肉爐的牛肉，又大又多，鮮度好，台北真的有待加強 
199, 金派大星K ,https://www.google.com/maps/contrib/101048421493232164566/reviews?hl=zh-TW,5,True,237,"  湯頭清甜，牛肉只有分國產跟進口牛小排還有臟器牛雜類，燙一下即可食用，其他牛腩，腳筋，都有預煮不需烹煮太久。特調醬料也是必沾。
熱炒不是重口味，選擇也多樣。 "
200, 周延申 ,https://www.google.com/maps/contrib/115252543584194693739/reviews?hl=zh-TW,4,False,307,  湯頭不錯，牛肉新鮮，整體都好就是價格高了些 
201, yang nic ,https://www.google.com/maps/contrib/102393069602166513245/reviews?hl=zh-TW,5,True,159,"  時隔多年，再次光顧
好吃、好吃、好吃！
價格也非常合理！
推薦👍 … "
202, 吳承峰 ,https://www.google.com/maps/contrib/106769410287880448372/reviews?hl=zh-TW,1,False,1,"  今晚我們朋友四人聚餐
店員說排隊要30分鐘-1小時喔
我說好！結果足足等了1.5小時！ … "
203, KJ Lee ,https://www.google.com/maps/contrib/102738994584793153902/reviews?hl=zh-TW,3,True,39,  蔥爆牛肉-份量不算多 
204, Angel YE ,https://www.google.com/maps/contrib/113436653140853450153/reviews?hl=zh-TW,3,True,218,  整體偏貴 肉質部分雖然溫體牛但是有點柴 湯頭不錯 牛肉燴飯好吃 單點390的現切肉2人會吃不飽 但是以價位來說都快可以去吃到飽餐廳了 2個人點3、4樣大概1000左右 可惜是南部上來的但份量沒有南部多 
205, paychung ,https://www.google.com/maps/contrib/100867477830988866417/reviews?hl=zh-TW,4,True,44,"  台北也能吃到台南味
吃好幾次了 內用外帶一樣讚 越吃越讚� … "
206, Penny Wang ,https://www.google.com/maps/contrib/115124548331753958311/reviews?hl=zh-TW,5,True,52,"  一定會點一鍋小的涮牛肉
跟酸菜炒牛肉配飯� … "
207, 柯威廷 ,https://www.google.com/maps/contrib/117170789523532985958/reviews?hl=zh-TW,5,True,58,  牛肉甘甜 東西都偏甜 洋蔥加很多 讚 
208, Sean Ren ,https://www.google.com/maps/contrib/113660973078448082088/reviews?hl=zh-TW,1,False,2,"  五點半到現場，說等約30分到1小 等到七點都還沒吃到 叫號邏輯詢問是說 訂位優先
貴店沒限制用餐時間 也沒留位子給現場候位的 等待的過程 如果一直有訂位 現場是要排到什麼時候
建議如果沒有限制用餐時間 對於到現場候位的客人 你的預計時間就要保守估計 不是給人期待 等到天荒地老
要樂觀估計 就要限制用餐時間 妥善規劃跟保留給現場候位的 "
209, JOE LEE ,https://www.google.com/maps/contrib/117623476449503728011/reviews?hl=zh-TW,1,True,170,  很差的用餐經驗，之前去八德店沒有這樣感覺。進門前出來接待的長髮服務生一副臭臉！四人先點兩盤牛肉，和熱炒火鍋..吃到一半看到隔壁點了招牌牛肉燴飯很特別，想加點時服務生告知不能加點牛肉，因為要留給後面人點！我們進門到加點約20分鐘，離店規90分鐘用餐時間還很久，因此告知服務生如果規定不能加點應該點餐時先說，店員說是臨時通知的（第二次不爽），中途去櫃檯建議不能加點這一類事情應該先和客人說，櫃檯女生回覆不是不能加點，是沒有肉了，他會和服務員說。我回到座位上還在吃隔壁新到客人可以點牛肉！不能加點是真的！！第三次不爽。櫃檯女生應該是主管或老闆，給她良心建議換回謊言，只能說是超級不爽的用餐經驗，花錢受罪 
210, 妍潔的小粉濕 ,https://www.google.com/maps/contrib/106622898043848545203/reviews?hl=zh-TW,3,False,2,"  牛肉湯蠻大碗的，牛肉也算多，不過有點碎，不夠紮實。

吃牛肉湯就是要配白飯，但白飯涼掉了，也濕濕的，就算不是現煮，放電鍋保存的品質也太差了，很像前幾天的剩飯... "
211, 張聖 ,https://www.google.com/maps/contrib/114083871229998216831/reviews?hl=zh-TW,3,True,113,  牛肉肉質鮮嫩、好吃、 
212, 熊大隻 ,https://www.google.com/maps/contrib/106120829226892230690/reviews?hl=zh-TW,5,True,20,"  東西好吃用料實在讓人想一吃再吃.
但是店家還有讓人感到暖心的員工.
謝謝你店家小妹妹服務員.讓我們吃的開心又暖心! "
213, 林大海 ,https://www.google.com/maps/contrib/110734798120102417575/reviews?hl=zh-TW,5,False,4,  不錯吃，湯頭好喝 
214, Devona Tao ,https://www.google.com/maps/contrib/105334498611772413588/reviews?hl=zh-TW,5,True,191,  不一定要點火鍋，火鍋喝不到單純的牛肉湯。牛肉湯非常鮮甜必點，可以一直加湯，肉質軟嫩，是溫體牛現切，再加點幾道熱炒料理，很足夠，假日來會大排長龍 
215, Albert Liu ,https://www.google.com/maps/contrib/109315312153636304211/reviews?hl=zh-TW,4,True,44,  東西好吃，但是用餐時間有點短，還沒吃飽就被請離場了！ 
216, 胡惠珠 ,https://www.google.com/maps/contrib/101236507104113023033/reviews?hl=zh-TW,5,True,444,  始用產地當日送達的溫體肉，有別於一般的冷凍肉，更是鮮美好吃，因部位的不同呈現軟嫩或帶嚼勁，就看個人喜好，無論涮的、炒的都好吃，只是價格稍高，需有心理準備。 
217, Jaycee Lu ,https://www.google.com/maps/contrib/109957900175002900373/reviews?hl=zh-TW,3,True,82,  吃過台南超好吃的溫體牛涮涮鍋而我們今天可能是滿懷期待而來以至於失落太大，湯頭少了該有的鮮甜，牛肉也滿普普的，不會再訪此分店了吧。朋友說牛老大八德店比較好吃。 
218, Shane Chao ,https://www.google.com/maps/contrib/106869397338178753402/reviews?hl=zh-TW,5,True,21,  花枝漿、炒牛雜必點! 
219, Ching Chiu ,https://www.google.com/maps/contrib/108810722943919047185/reviews?hl=zh-TW,3,True,377,  牛肉還不錯，煮火鍋很適合，炒類的味道比想像中清淡，也還不錯，不過洋蔥醬油別沾多了可能會口渴喔。 
220, Evan ,https://www.google.com/maps/contrib/112004444905243285657/reviews?hl=zh-TW,4,True,103,"  涮牛肉份量價格覺得還算適中，炒干絲牛炒牛筋味道很不ok,湯底味道還算順口，牛心牛筋牛肉牛腰花都很好吃，整體吃下來五大一小4500覺得價位稍為高了些，不過整體食材表現服務態度都還不錯～有機會還是會和朋友來聚餐的� … "
221, Jeffery Lee ,https://www.google.com/maps/contrib/100564634933636206206/reviews?hl=zh-TW,1,False,15,  有一個矮矮戴眼鏡的男生每次點餐都不會來，都要我們自己去講才有，是怎樣？員工訓練沒有做好就可以出來服務？請加強員工教育，加強完跟我說，我再過去吃 
222, Albert Yen ,https://www.google.com/maps/contrib/108576012470249330853/reviews?hl=zh-TW,3,True,503,"  人均大概600的溫體牛火鍋
空心菜炒牛肉也不錯格蘭利威15年2000/
瓶算合理價，開瓶費收200 "
223, Jeff Tao ,https://www.google.com/maps/contrib/111660580336161034119/reviews?hl=zh-TW,4,True,129,  這價格在台南可以吃2桌，但在台北就將就一下吧 
224, 許之翰 ,https://www.google.com/maps/contrib/103987391187728461822/reviews?hl=zh-TW,5,True,33,"  湯底非常清甜，涮上台灣溫體牛非常好吃，熱炒類也是推薦必點,另外推薦花枝漿以及蝦仁漿，非常好吃有料 。
提醒大家先訂位比較快哦，現場排隊看運氣 "
225, Chris Yang ,https://www.google.com/maps/contrib/112860030146096963657/reviews?hl=zh-TW,3,True,35,"  溫體牛感覺可以但份量有點少（ㄧ盤390+10趴）

點的麻油牛肉吃起來真的很老，要咬很久
，感覺不佳！ "
226, 蔡明雲 ,https://www.google.com/maps/contrib/101785085038385631912/reviews?hl=zh-TW,5,True,115,  專供台灣牛肉，切薄片稍燙即可食，湯頭用多種蔬果及牛骨熬煮，湯頭甜美肉質鮮嫩，來店最好先預約，不然就要排隊了。鍋底可加牛尾及鍋料，是大啖牛肉的好到方，價位合理，服務親切。 
227, Eva Tseng ,https://www.google.com/maps/contrib/107623689194940999242/reviews?hl=zh-TW,5,True,139,"  推牛尾、炒牛雜💕
現宰牛反而還好，真的要吃嫩口大概涮三下。
牛肝非常嫩，但牛肚有韌性 … "
228, Johnny ,https://www.google.com/maps/contrib/109317577001653565326/reviews?hl=zh-TW,5,True,89,"  吃得太開心, 忘記拍照片了.
我們是一群共12位去吃, 店裡面的桌子都不大, 所以我們只好分成兩個小桌坐, 這應該是唯一美中不足的地方.
餐點部分, 我們這桌點了一個中鍋, 涮牛肉, 青菜, 幾樣熱食, 以及一份涼拌牛舌. … "
229, Zesper Wong ,https://www.google.com/maps/contrib/101267780447128821951/reviews?hl=zh-TW,3,True,87,  在台北想要享受溫體牛來吃吃還可以，離南部標準還有點距離！有點一直不懂，我們說了很多次只要一盤，為什麼服務人員一直要我們點2盤牛肉？ 
230, Anderson Chen ,https://www.google.com/maps/contrib/101548881232250791182/reviews?hl=zh-TW,3,True,639,  肉質鮮嫩溫體牛，但整體快炒跟配料並沒有很驚艷，蠻普通的，沒有必要花五六百排隊來吃。 
231, Richard Lin ,https://www.google.com/maps/contrib/101244648279630740425/reviews?hl=zh-TW,4,True,78,  一個人用餐可以點招牌牛肉燴飯跟炒時蔬。牛尾湯的牛尾大塊又Q，湯鮮裡帶甜。 
232, Yao Yu Lu ,https://www.google.com/maps/contrib/109702830262123122646/reviews?hl=zh-TW,5,False,18,"  我個人大推
各類食材相當新鮮
特別是牛舌 一定要點 真的 … "
233, 沈小刀 ,https://www.google.com/maps/contrib/100250334863492329171/reviews?hl=zh-TW,5,True,92,"  薑絲搭現切薄片台灣牛肉，現沖湯頭，牛肉鮮嫩，湯頭由牛骨與多種蔬菜熬煮，還可以外帶鍋底，價位合理，人多最好先預約。"" "
234, John Lu ,https://www.google.com/maps/contrib/106284543350243817883/reviews?hl=zh-TW,1,False,2,"  外帶 事先20分鐘前 打電話預定
結完帳 請客人外面等
然後癡癡等...等...等 … "
235, 黃姿娟 ,https://www.google.com/maps/contrib/107593264758149938763/reviews?hl=zh-TW,4,False,15,  真的好吃，可惜現在不能內用，不然兩個禮拜都會去吃一次! 
236, Cami Lin ,https://www.google.com/maps/contrib/111729698853378746476/reviews?hl=zh-TW,5,True,194,"  已多次回訪
牛肉都很新鮮
就算不點火鍋，只點單純牛肉湯 … "
237, SC ,https://www.google.com/maps/contrib/100235618600294839981/reviews?hl=zh-TW,3,True,132,  肉好吃，麻油炒牛肉炒青菜喜歡，餐廳提供沾醬搭配很好，但是份量都不大，基本鍋底不多，湯喝完還是會口渴，價錢不算便宜，生意很好需要訂位 
238, 45 雷勝德 ,https://www.google.com/maps/contrib/101264430001643813414/reviews?hl=zh-TW,3,True,220,"  高、貴@消費……………
熱炒、飯麵價格一般般，差不多。
鍋底基消也不貴，溫體牛肉食材400/盤價也不是貴；就是那個份量……………也太少了！ "
239, MIN-HAN YU ,https://www.google.com/maps/contrib/113094232853870879822/reviews?hl=zh-TW,3,True,241,  湯頭佳，除溫體牛特色外，無CP值可評論，四人三份牛、另加點3-4樣，平均每人533，半飽。 
240, 陳榮銘 ,https://www.google.com/maps/contrib/115859589083087342485/reviews?hl=zh-TW,5,True,54,"  湯頭越煮越好喝，牛肉真的很好吃，炒類也好吃可以點味道都讚，蘸醬也很不一樣
人多，一定要先訂位喔！ "
241, L CY ,https://www.google.com/maps/contrib/115237370855475755776/reviews?hl=zh-TW,5,True,247,  好吃，湯超好喝的！喝不停～ 
242, Jean Yang ,https://www.google.com/maps/contrib/113275211185897884791/reviews?hl=zh-TW,5,True,290,  好吃 鮮甜 
243, 李筠 ,https://www.google.com/maps/contrib/108055621508845342726/reviews?hl=zh-TW,3,False,5,  白湯味道普通，裡面放了一些便宜的豆皮、青菜、白蘿蔔，溫體牛是唯一亮點，熱炒類味道一般般，但整體價格不便宜 
244, Terra Yeh ,https://www.google.com/maps/contrib/108050573059075102361/reviews?hl=zh-TW,2,True,49,"  1700開始營業
我們是1830開吃，內臟只剩牛肝！？
進來跟過程中完全沒提示用餐時間，2000突然說時間到了，完全措手不及
每個人7百多，這價位有更好選擇才對，跟高雄本店比差太多 "
245, Tyng I ,https://www.google.com/maps/contrib/104384421235619159068/reviews?hl=zh-TW,5,True,154,  牛肉湯超嫩～～～ 
246, Chih-Chun Chan ,https://www.google.com/maps/contrib/113226275120766725752/reviews?hl=zh-TW,2,True,48,  很貴，一盤肉要 380+10%，都是碎肉量又少，熱炒也貴森森，裝潢非常普，是來台北就變質的關係嗎？ 沒什麼特別的一家店。不推。 給2星是因至少是不難吃啦！ 有錢的話來試試是無妨。 另外不解為何沒什麼服務還要加 10% 是哪招？ 餐具都要自取，連加湯也要講才會來加，難道工作人員經過看到湯不夠不會自己意識到要服務嗎？ 
247, Sashahuchi ,https://www.google.com/maps/contrib/108800380383075525734/reviews?hl=zh-TW,5,True,218,  好吃不貴 下次還要吃 
248, 吳紹源 ,https://www.google.com/maps/contrib/110446525530971655389/reviews?hl=zh-TW,4,False,17,"  果真是正版的涮牛肉，湯頭夠讚，但不會太濃，不過的確是純天然，而非化學調製
怎麼有人說「味素和炒菜油放太多」？真是神邏輯耶，三餐都只吃調理包的嗎？ "
249, siao H ,https://www.google.com/maps/contrib/114187154768187636475/reviews?hl=zh-TW,5,True,68,  會上癮的涮牛肉 湯頭也好喝 不愛吃花枝 但這邊花枝漿真的讚 以前住附近沒來吃實在可惜 
250, Miriam ,https://www.google.com/maps/contrib/102590972506465979953/reviews?hl=zh-TW,4,True,275,  湯很鮮甜，肉跟內臟都很新鮮，愛內臟的推薦點涮牛雜，酸白菜炒牛肉也很好吃！愛吃洋蔥的別錯過他們的沾醬～醃過的洋蔥甜鹹甜鹹的，好吃！ 
251, Chole L ,https://www.google.com/maps/contrib/107034787361112802161/reviews?hl=zh-TW,4,False,7,"  總體不錯吃。牛肉很新鮮。
可是特製醬料有香菜，沒提供無香菜版本的。如果不吃香菜就衹能沾醬油，比較可惜。 "
252, Vic勝 ,https://www.google.com/maps/contrib/108249756307775223491/reviews?hl=zh-TW,5,True,353,"  非常好吃與價格相符 牛肉很鮮甜醬汁搭配的非常好吃 火鍋的湯很清甜
強烈建議 最少要3~4人以上吃 因為餐點貴 人多就能吃的多樣又飽
4位大人及5歲小孩 吃了2700 非常棒 "
253, Miaochun Lin ,https://www.google.com/maps/contrib/103978794199488403504/reviews?hl=zh-TW,4,True,49,  好吃，湯底就有很多蔬菜了CP值頗高~醬料不是一般沙茶是清醬油配蒜跟辣椒的很好吃，配涮牛肉剛剛好~ 
254, Landy ,https://www.google.com/maps/contrib/117409980410898229078/reviews?hl=zh-TW,4,True,252,"  好久好久沒有ㄔ到牛老大了
在高雄最喜歡的火鍋店就是牛老大呢
一樣清甜的湯頭 … "
255, 井暐淳 ,https://www.google.com/maps/contrib/110268518425860544558/reviews?hl=zh-TW,4,True,139,  溫體牛肉質紮實，具有牛的各部位食材，湯頭鮮甜，有附牛肉熱炒菜單，店內也有特調醬料，適合搭配火鍋牛肉，值得一吃。 
256, 蔡昆賢（Mapleboy） ,https://www.google.com/maps/contrib/118106042029823220817/reviews?hl=zh-TW,4,True,31,  因為想到台南的牛肉湯，所以來此，不過意外的唰嘴，牛肉很嫩也不會有腥味，適合三五好友相約 
257, 飄渺星落 ,https://www.google.com/maps/contrib/113329148130673520312/reviews?hl=zh-TW,1,False,1,"  1.不給電話預約，非常不方便。
2.也不會根據客人數量分配桌子，人少做大桌才在說也要看，有沒有剛好你們能坐的桌子。
3.現場預約，說前面還有3組，等候了1小時以上進去少說5組 不知道是在耍人 忽悠人。 "
258, 楊宜靜 ,https://www.google.com/maps/contrib/102544849054843664289/reviews?hl=zh-TW,1,True,13,  難得兒子生日吃晚餐，確都無菜色可點，而且也不讓客人外帶餐點，店家有的原則，我本知道，但是店內沒東西吃，是不能放一下小小原則，隨機改變嗎！態度堅持到一家人吃的不愉快，感受很差 
259, GenShin Liu ,https://www.google.com/maps/contrib/105011163071902858919/reviews?hl=zh-TW,4,False,6,  口味好，快炒都很有水準，牛肉也很嫩。價格不便宜，若要吃飽的話，還有很多選擇。 
260, 波波 ,https://www.google.com/maps/contrib/106986994757227825636/reviews?hl=zh-TW,5,True,166,  兩人 小鍋湯底 一盤台灣牛 炒兩道牛肉料理 兩碗白飯 超級飽 好好吃 大推 
261, 張嘉堅 ,https://www.google.com/maps/contrib/111945954527004146879/reviews?hl=zh-TW,5,False,10,  這裡的溫體牛新鮮度算不錯，用餐要訂位，熱炒的價格也能接受，算是不錯吃的一間涮牛肉店 
262, Michelle Hsu ,https://www.google.com/maps/contrib/108258637023080790834/reviews?hl=zh-TW,1,False,3,"  我們兩個人等了一小時進去點了兩盤肉
想在加點一盤肉時
服務員說沒有肉了 … "
263, 陳東甫 ,https://www.google.com/maps/contrib/106668607710872763445/reviews?hl=zh-TW,4,True,453,  牛肉鮮嫩!湯頭好呵! 
264, WEI JEN CHEN ,https://www.google.com/maps/contrib/101988398009049176680/reviews?hl=zh-TW,5,False,9,  上菜速度快 食物又好吃 湯頭佳 沾醬特別爽口極搭 
265, Betty Lin ,https://www.google.com/maps/contrib/110953552238371950824/reviews?hl=zh-TW,5,False,16,"  不論炒菜還是火鍋都好吃，需要提前預約要的菜
太晚到就賣光了 "
266, Chi ,https://www.google.com/maps/contrib/116499674872441821123/reviews?hl=zh-TW,5,False,8,"  價格雖然不便宜
但東西好吃～服務不錯上菜也很迅速
整體很推薦愛吃牛肉的人來！ "
267, Wilson Haku ,https://www.google.com/maps/contrib/116812231671573704132/reviews?hl=zh-TW,1,True,29,"  價錢不算低也有額外收服務費
點餐人員服務Ok
湯頭不錯喝 … "
268, miao miranda ,https://www.google.com/maps/contrib/107169753762927774911/reviews?hl=zh-TW,4,True,16,  涮牛肉鮮嫩可口，熱炒類非常下飯，涼拌牛舌更是一絕，雖然不算便宜但吃得很過癮，湯頭如果再原味一些就更完美了 
269, 杜冰冰 ,https://www.google.com/maps/contrib/105838444754575949382/reviews?hl=zh-TW,4,False,178,"  需訂位免得等待，用餐限時90分鐘，牛肉牛雜都很新鮮美味，價位中等，一個平均價約月$400-$500
附近停車不方便，可外帶 "
270, Nono Hi ,https://www.google.com/maps/contrib/102243110019035207975/reviews?hl=zh-TW,3,False,28,  東西不便宜，量也滿少，湯的部分偏甜，比較沒有牛肉本身的香味。 
271, James Leg ,https://www.google.com/maps/contrib/101585206774979889715/reviews?hl=zh-TW,4,False,566,  環境稍擁擠，味道不錯，價格尚可 
272, 李多多 ,https://www.google.com/maps/contrib/118060485168945886274/reviews?hl=zh-TW,5,True,27,"  湯頭好喝牛肉嫩炒類也好吃

以上每人口味不同僅供參考 "
273, 龍龍 ,https://www.google.com/maps/contrib/103458541714602692157/reviews?hl=zh-TW,4,False,11,"  牛肉火鍋湯頭清甜順口
牛腩牛筋都好吃牛舌更是必點
缺點就是不好停車
肉盤價格偏高 "
274, 林惠珍 ,https://www.google.com/maps/contrib/117848562784051444682/reviews?hl=zh-TW,5,False,3,  朋友請客帶去 真好吃 下次一定還要去 
275, CHENG JASON ,https://www.google.com/maps/contrib/113678389528432226944/reviews?hl=zh-TW,5,True,66,  帶外國友人必來的店家，因為是溫體牛的關係，涮完並不會有肉渣泡沫，涮完肉之後還可以品嚐鮮甜的湯頭。 
276, 李秀野 ,https://www.google.com/maps/contrib/112042307680900466286/reviews?hl=zh-TW,4,True,217,"  雖然不比台南活體牛肉…
但是冬天吃頓熱騰騰的鮮切牛肉火鍋…
還是十分過癮的一種滿足。
湯頭鮮甜，牛肉細嫩，環境舒適，人潮洶湧。 "
277, 吳喬文 ,https://www.google.com/maps/contrib/109723390453355576749/reviews?hl=zh-TW,5,False,221,  熱炒類跟涮牛肉、牛雜都好吃，湯頭好，除了覺得價格稍貴以外沒什麼好挑的 
278, Wendy Cheng ,https://www.google.com/maps/contrib/107241834095386415029/reviews?hl=zh-TW,5,False,13,  湯頭非常棒！現切肉看起來很好吃 吃完還會想帶朋友來 
279, Ren-Li Hsieh ,https://www.google.com/maps/contrib/115247195303748846513/reviews?hl=zh-TW,5,True,341,  牛肉鮮、嫩、好吃，上菜迅速，店員服務親切，只是生意太好要排很久，建議提早預約。每人平均500元可以吃飽。 
280, 劉雅婷 ,https://www.google.com/maps/contrib/116333128649576566841/reviews?hl=zh-TW,4,False,15,  這裡的溫體牛新鮮度算不錯，價格略高，用餐要訂位，可以外帶鍋底回家自煮 
281, crystal hsieh ,https://www.google.com/maps/contrib/106946851245830889668/reviews?hl=zh-TW,4,True,42,  涮牛肝特別好吃。 
282, 艾洛絲 ,https://www.google.com/maps/contrib/112616780177308852721/reviews?hl=zh-TW,5,True,41,  之前三重有一家溫體牛也不錯吃，後來股東不合收掉了，再來台灣就是這間覺得最好吃，希望能夠開下去 
283, Agatha Tsai ,https://www.google.com/maps/contrib/116372497431852930352/reviews?hl=zh-TW,5,False,2,  老闆娘超親切的，是個“友善的店”，如果帶狗狗去，老闆娘還會親手燙牛肉餵狗狗吃喔~ 
284, 顏佑諭 ,https://www.google.com/maps/contrib/113457813972938346086/reviews?hl=zh-TW,5,True,46,"  新鮮的溫體牛
真的非常好吃
常常一次點了3盤上來吃
他們的手工花枝漿也非常美味喔� … "
285, TJ Li ,https://www.google.com/maps/contrib/106677708557705948554/reviews?hl=zh-TW,5,True,152,  牛肉新鮮，菜色好吃，價位不便宜但是品質跟得上。去之前最好要先預約牛肉，不然去了賣完等於白跑一趟。 
286, Sam Mercedes ,https://www.google.com/maps/contrib/117903336949434963463/reviews?hl=zh-TW,4,True,31,  之前晚上去吃，服務人員可能因為人少態度平淡，然後吃到一半有蟑螂在地上跑，只招待旁邊一桌有尖叫的女生，而對我們這桌不聞不問 
287, 張珮涓 ,https://www.google.com/maps/contrib/103387815292001707674/reviews?hl=zh-TW,4,True,190,  牛肉好吃又新鮮，喜歡洋蔥醬跟其它分店味道有差別的，總店比較好，缺點加收服務費還要自己拿碗筷， 
288, M O ,https://www.google.com/maps/contrib/110964853111852480564/reviews?hl=zh-TW,4,True,62,  餐點很好吃，建議多一點人來可以點多一點菜色，因為他價格也不便宜，兩個人吃都至少4、5百起。 
289, Enigma ,https://www.google.com/maps/contrib/100705409720022533706/reviews?hl=zh-TW,1,False,15,  叫了空心菜牛肉炒牛雜等，可能就係台灣人的口味囉，好鹹，炒菜既調味料好濃，其實如果台灣既牛係新鮮既話，唔需要咁煮 
290, Momo Zhao ,https://www.google.com/maps/contrib/111902394451722923532/reviews?hl=zh-TW,4,True,23,  空間大，也好吃 
291, 蔡大雄 ,https://www.google.com/maps/contrib/113119442969595956017/reviews?hl=zh-TW,5,True,95,  湯頭很好喝，溫體牛好吃，阿姨說涮三秒入口，軟嫩化口，熱炒也很好吃! 
292, 喬蘭 ,https://www.google.com/maps/contrib/118365276580095858795/reviews?hl=zh-TW,5,True,55,  實在 “好吃” 只是反應在價位上，我是不可能天天來開心地用膳😁 … 
293, TheSuperkevinlu ,https://www.google.com/maps/contrib/116390173247355892565/reviews?hl=zh-TW,2,True,75,  牛肉專門店，食材新鮮，口味多重，店員訓練有素，送餐快速，空調理想，裝潢尚可，價位偏高，座位有點擁擠，因為有酒人聲吵雜，停車不便 
294, 陳文誠 ,https://www.google.com/maps/contrib/115680314694492372794/reviews?hl=zh-TW,5,True,33,  食材新鮮，環境乾淨，料理美味，價格中上，推薦品嚐。� … 
295, 黃文彥 ,https://www.google.com/maps/contrib/112211238287160100650/reviews?hl=zh-TW,1,True,71,  牛肉普通，cp值極低，蘿蔔超厚很難熟，菜幾乎沒什麼切的感覺都很大塊 
296, 孟子晨 ,https://www.google.com/maps/contrib/107735534220957323343/reviews?hl=zh-TW,4,False,17,  這是我吃過屏東沙茶牛肉鍋外，最好吃的牛肉鍋，我最愛把生牛肉放碗裡直接淋上湯後吃，好好吃優。 
297, catcat catcat ,https://www.google.com/maps/contrib/102796308061803481430/reviews?hl=zh-TW,5,True,278,  台北少見可以吃到溫體牛肉火鍋的地方，雖然不若台南美味，但也足以一解牛肉饞癮！ 
298, Daniel Chen ,https://www.google.com/maps/contrib/113167923158008990820/reviews?hl=zh-TW,5,True,129,  湯好好喝了哦！ 
299, Shih-Hung Chiang ,https://www.google.com/maps/contrib/115985768470260737286/reviews?hl=zh-TW,3,True,"2,988","  手切牛肉、花枝丸、蝦丸、炒芥藍牛肉。牛肉是台南當天現殺後，專車產地直送。

牛肉指定帶油花、軟嫩鮮甜的「魯素邊」，還要蔡師傅加黑芥藍、中辣來炒。 … "
300, Coco Lee ,https://www.google.com/maps/contrib/113571725105901819722/reviews?hl=zh-TW,5,True,20,  熱炒類好吃，火鍋涮牛肉油花多很讚，花枝漿必點，料多實在，吃宵夜的好去處! 
301, 蔡詩漢 ,https://www.google.com/maps/contrib/100091391777232833829/reviews?hl=zh-TW,3,True,300,  牛肉ok，當然沒到臺南那麼好不過也不錯了，價位偏高cp值普通，牛肉湯的話姜放太多很辛苦才能喝出牛肉的味道 
302, Paulyanng ,https://www.google.com/maps/contrib/109572728459008491482/reviews?hl=zh-TW,4,True,287,  快炒或者涮牛肉都蠻清甜的，尤其是湯頭香甜不油膩，洋蔥扮醬也是我喜愛的，是值得嘗試的一個好地方。 
303, 林小彬 ,https://www.google.com/maps/contrib/115187245092633560614/reviews?hl=zh-TW,5,False,18,"  好吃便宜cp值高
但是常常會沒有肉賣！記得要先預約！ "
304, Rose Huang ,https://www.google.com/maps/contrib/115631516546479889297/reviews?hl=zh-TW,3,True,206,  牛肝、牛尾、牛舌都不錯，但招牌的現切牛肉好失望，三分熟口感偏硬也沒什麼牛味，不符合價格 
305, ING KK ,https://www.google.com/maps/contrib/106987923184080659452/reviews?hl=zh-TW,5,False,8,"  新鮮的牛肉味道就是特別鮮甜
以前住這附近的同事
就是愛拖我來這邊大吃特吃~ "
306, YiJan ,https://www.google.com/maps/contrib/116223283347437059227/reviews?hl=zh-TW,5,True,33,  服務態度很好，東西也好吃！辣花枝漿很特別，有辣椒的香味、微微的辣、脆彈的口感，建議大家試試！ 
307, IF z ,https://www.google.com/maps/contrib/105938371833816980463/reviews?hl=zh-TW,4,True,460,  酸白菜牛肉偏鹹，有收服務費10%，不過營業到凌晨0130，吃吃宵夜還算不錯的選擇 
308, Ellie Chen ,https://www.google.com/maps/contrib/117826601749244780352/reviews?hl=zh-TW,4,False,16,  跟台南牛肉火鍋很像~但價格偏高 
309, 佳佳（天秤女） ,https://www.google.com/maps/contrib/115822475431701790694/reviews?hl=zh-TW,3,True,414,"  好吃，但牛肉有夠貴，這家吃一次就好，一個人$781，錢差點不夠，
接下來吃泡麵了！ "
310, Allen Huang ,https://www.google.com/maps/contrib/108186640609259686796/reviews?hl=zh-TW,4,True,295,  超棒的牛肉燴飯，使用的湯底很棒，沒有過多的調味，很清澈的芡汁配上不過老的牛肉 
